rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
14531	SEMA3G	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G	2409	371	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14532	SEMA4A	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	2342	217	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14533	SEMA4B	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	2566	484	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14534	SEMA4C	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	2558	188	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14535	SEMA4D	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	3209	100	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14536	SEMA4F	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F	2365	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14537	SEMA4G	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G	2695	44	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14538	SEMA5A	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	3309	212	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14539	SEMA5B	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B	3544	103	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14540	SEMA6A	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	3165	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14541	SEMA6C	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C	2961	149	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14542	SEMA6D	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	3335	98	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14543	SEMA7A	semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)	2057	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14544	SEMG1	semenogelin I	1399	933	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14545	SENP1	SUMO1/sentrin specific peptidase 1	2097	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14546	SENP2	SUMO1/sentrin/SMT3 specific peptidase 2	1834	263	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14547	SENP3	SUMO1/sentrin/SMT3 specific peptidase 3	2028	243	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14548	SENP5	SUMO1/sentrin specific peptidase 5	2304	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14549	SENP7	SUMO1/sentrin specific peptidase 7	3245	266	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14550	SENP8	SUMO/sentrin specific peptidase family member 8	643	788	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14551	SEP15		618	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14552	SEPHS1	selenophosphate synthetase 1	1211	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14553	SEPHS2	selenophosphate synthetase 2	1347	328	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14554	SEPN1	selenoprotein N, 1	1823	321	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14555	SEPP1	selenoprotein P, plasma, 1	1256	239	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14556	SEPSECS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase	1546	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14557	SEPT1	septin 1	1148	90	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14558	SEPT10	septin 10	2144	23	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14559	SEPT11	septin 11	1326	370	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14560	SEPT12	septin 12	1113	195	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14561	SEPT14	septin 14	1335	258	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14562	SEPT2	septin 2	1134	570	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14563	SEPT3	septin 3	1157	88	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14564	SEPT4	septin 4	1571	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14565	SEPT5	septin 5	1156	23	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14566	SEPT6	septin 6	1363	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14567	SEPT7	septin 7	1360	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14568	SEPT8	septin 8	1692	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14569	SEPT9	septin 9	2273	157	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14570	SEPW1	selenoprotein W, 1	284	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14571	SEPX1	selenoprotein X, 1	587	271	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14572	SERAC1	serine active site containing 1	2046	99	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14573	SERBP1	SERPINE1 mRNA binding protein 1	1255	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14574	SERF2	small EDRK-rich factor 2	606	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14575	SERGEF	secretion regulating guanine nucleotide exchange factor	1421	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14576	SERHL2	serine hydrolase-like 2	991	307	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14577	SERINC2	serine incorporator 2	1404	372	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14578	SERINC3	serine incorporator 3	1462	153	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14579	SERINC4	serine incorporator 4	1243	270	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14580	SERINC5	serine incorporator 5	1470	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14581	SERP1	stress-associated endoplasmic reticulum protein 1	239	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14582	SERP2	stress-associated endoplasmic reticulum protein family member 2	206	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14583	SERPINA1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	1273	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14584	SERPINA10	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10	1351	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14585	SERPINA11	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 11	1285	589	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14586	SERPINA3	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3	1294	111	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14587	SERPINA4	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4	1300	112	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14588	SERPINA6	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6	1234	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14589	SERPINA7	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7	1264	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14590	SERPINA9	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9	1324	588	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14591	SERPINB1	serpin peptidase inhibitor, clade B (ovalbumin), member 1	1164	216	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14592	SERPINB10	serpin peptidase inhibitor, clade B (ovalbumin), member 10	1216	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14593	SERPINB11	serpin peptidase inhibitor, clade B (ovalbumin), member 11	1207	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14594	SERPINB12	serpin peptidase inhibitor, clade B (ovalbumin), member 12	1240	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14595	SERPINB13	serpin peptidase inhibitor, clade B (ovalbumin), member 13	1204	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14596	SERPINB2	serpin peptidase inhibitor, clade B (ovalbumin), member 2	1276	253	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14597	SERPINB3	serpin peptidase inhibitor, clade B (ovalbumin), member 3	1201	110	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14598	SERPINB4	serpin peptidase inhibitor, clade B (ovalbumin), member 4	1201	110	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14599	SERPINB5	serpin peptidase inhibitor, clade B (ovalbumin), member 5	1152	6	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14600	SERPINB6	serpin peptidase inhibitor, clade B (ovalbumin), member 6	1155	590	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14601	SERPINB7	serpin peptidase inhibitor, clade B (ovalbumin), member 7	1171	578	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14602	SERPINB8	serpin peptidase inhibitor, clade B (ovalbumin), member 8	1160	245	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14603	SERPINB9	serpin peptidase inhibitor, clade B (ovalbumin), member 9	1155	116	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14604	SERPINC1	serpin peptidase inhibitor, clade C (antithrombin), member 1	1421	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14605	SERPIND1	serpin peptidase inhibitor, clade D (heparin cofactor), member 1	1516	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14606	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	1240	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14607	SERPINE2	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2	1265	897	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14608	SERPINE3	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3	1301	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14609	SERPINF1	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1	1285	2	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14610	SERPINF2	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2	1522	180	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14611	SERPING1	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1, (angioedema, hereditary)	1533	583	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14612	SERPINH1	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)	1273	15	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14613	SERPINI1	serpin peptidase inhibitor, clade I (neuroserpin), member 1	1265	162	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14614	SERTAD1	SERTA domain containing 1	713	515	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14615	SERTAD2	SERTA domain containing 2	949	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14616	SERTAD3	SERTA domain containing 3	595	517	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14617	SERTAD4	SERTA domain containing 4	1083	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14618	SESN1	sestrin 1	1693	120	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14619	SESN2	sestrin 2	1479	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14620	SESN3	sestrin 3	1515	291	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14621	SESTD1	SEC14 and spectrin domains 1	2159	183	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14622	SET	SET translocation (myeloid leukemia-associated)	976	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14623	SETBP1	SET binding protein 1	4998	81	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14624	SETD1A	SET domain containing 1A	5196	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14625	SETD2	SET domain containing 2	7777	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14626	SETD3	SET domain containing 3	1877	375	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14627	SETD4	SET domain containing 4	1394	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14628	SETD5	SET domain containing 5	4409	103	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14629	SETD6	SET domain containing 6	1452	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14630	SETD7	SET domain containing (lysine methyltransferase) 7	1129	955	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14631	SETD8	SET domain containing (lysine methyltransferase) 8	1089	567	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14632	SETDB1	SET domain, bifurcated 1	3960	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14633	SETDB2	SET domain, bifurcated 2	2212	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14634	SEZ6	seizure related 6 homolog (mouse)	3062	644	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14635	SEZ6L	seizure related 6 homolog (mouse)-like	3139	81	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14636	SEZ6L2	seizure related 6 homolog (mouse)-like 2	3476	101	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14637	SF1	splicing factor 1	2481	114	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14638	SF3A1	splicing factor 3a, subunit 1, 120kDa	2444	92	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14639	SF3A2	splicing factor 3a, subunit 2, 66kDa	1441	604	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14640	SF3A3	splicing factor 3a, subunit 3, 60kDa	1570	76	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14641	SF3B1	splicing factor 3b, subunit 1, 155kDa	4035	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14642	SF3B14		578	135	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14643	SF3B2	splicing factor 3b, subunit 2, 145kDa	2774	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14644	SF3B3	splicing factor 3b, subunit 3, 130kDa	3922	182	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14645	SF3B4	splicing factor 3b, subunit 4, 49kDa	1939	782	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14646	SF3B5	splicing factor 3b, subunit 5, 10kDa	261	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14647	SF4	splicing factor 4	2124	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14648	SFI1	Sfi1 homolog, spindle assembly associated (yeast)	3859	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14649	SFMBT1	Scm-like with four mbt domains 1	2677	615	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14650	SFMBT2	Scm-like with four mbt domains 2	2765	447	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14651	SFN	stratifin	749	863	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14652	SFPQ	splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated)	2162	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14653	SFRP1	secreted frizzled-related protein 1	953	348	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14654	SFRP2	secreted frizzled-related protein 2	896	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14655	SFRP4	secreted frizzled-related protein 4	1061	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14656	SFRP5	secreted frizzled-related protein 5	962	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14657	SFRS1	splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor)	811	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14658	SFRS11	splicing factor, arginine/serine-rich 11	1652	623	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14659	SFRS12	splicing factor, arginine/serine-rich 12	1919	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14660	SFRS12IP1	SFRS12-interacting protein 1	498	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14661	SFRS13B		802	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14662	SFRS14	splicing factor, arginine/serine-rich 14	3287	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14663	SFRS15	splicing factor, arginine/serine-rich 15	3520	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14664	SFRS16	splicing factor, arginine/serine-rich 16	2108	322	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14665	SFRS17A	splicing factor, arginine/serine-rich 17A	2104	303	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14666	SFRS18	splicing factor, arginine/serine-rich 18	2458	761	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14667	SFRS2	splicing factor, arginine/serine-rich 2	787	71	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14668	SFRS2B	splicing factor, arginine/serine-rich 2B	846	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14669	SFRS2IP	splicing factor, arginine/serine-rich 2, interacting protein	4448	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14670	SFRS3	splicing factor, arginine/serine-rich 3	515	112	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14671	SFRS4	splicing factor, arginine/serine-rich 4	1505	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14672	SFRS5	splicing factor, arginine/serine-rich 5	847	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14673	SFRS6	splicing factor, arginine/serine-rich 6	1055	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14674	SFRS7	splicing factor, arginine/serine-rich 7, 35kDa	745	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14675	SFRS8	splicing factor, arginine/serine-rich 8 (suppressor-of-white-apricot homolog, Drosophila)	2924	112	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14676	SFRS9	splicing factor, arginine/serine-rich 9	678	537	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14677	SFT2D1	SFT2 domain containing 1	510	89	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14678	SFTA2	surfactant associated 2	247	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14679	SFTA3	surfactant associated 3	297	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14680	SFTPA1	surfactant, pulmonary-associated protein A1	815	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14681	SFTPB	surfactant, pulmonary-associated protein B	1226	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14682	SFTPC	surfactant, pulmonary-associated protein C	618	818	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14683	SFTPD	surfactant, pulmonary-associated protein D	1156	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14684	SFXN1	sideroflexin 1	1009	252	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14685	SFXN2	sideroflexin 2	1014	740	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14686	SFXN3	sideroflexin 3	1223	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14687	SFXN4	sideroflexin 4	1116	297	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14688	SFXN5	sideroflexin 5	1075	110	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14689	SGCA	sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein)	1202	416	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14690	SGCB	sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)	979	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14691	SGCD	sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)	975	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14692	SGCE	sarcoglycan, epsilon	1506	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14693	SGCG	sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein)	902	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14694	SGCZ	sarcoglycan zeta	967	148	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14695	SGEF	Rho guanine nucleotide exchange factor (GEF) 26	2537	69	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14696	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1	2583	396	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14697	SGK196		1061	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14698	SGK2	serum/glucocorticoid regulated kinase 2	1328	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14699	SGK223		4225	107	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14700	SGK269		5253	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14701	SGK3	serum/glucocorticoid regulated kinase family, member 3	1551	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14702	SGK494		1666	345	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14703	SGMS1	sphingomyelin synthase 1	1258	174	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14704	SGMS2	sphingomyelin synthase 2	1114	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14705	SGOL1	shugoshin-like 1 (S. pombe)	1736	386	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14706	SGPL1	sphingosine-1-phosphate lyase 1	1763	643	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14707	SGPP1	sphingosine-1-phosphate phosphatase 1	1336	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14708	SGPP2	sphingosine-1-phosphate phosphotase 2	1215	788	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14709	SGSH	N-sulfoglucosamine sulfohydrolase (sulfamidase)	1808	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14710	SGSM1	small G protein signaling modulator 1	3547	165	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14711	SGSM3	small G protein signaling modulator 3	2330	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14712	SGTA	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha	986	142	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14713	SGTB	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta	957	133	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14714	SH2B1	SH2B adaptor protein 1	2460	189	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14715	SH2B2	SH2B adaptor protein 2	1796	813	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14716	SH2B3	SH2B adaptor protein 3	1756	769	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14717	SH2D1A	SH2 domain protein 1A, Duncan's disease (lymphoproliferative syndrome)	399	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14718	SH2D2A	SH2 domain protein 2A	1234	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14719	SH2D3A	SH2 domain containing 3A	1767	528	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14720	SH2D3C	SH2 domain containing 3C	2756	292	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14721	SH2D4A	SH2 domain containing 4A	1445	90	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14722	SH2D4B	SH2 domain containing 4B	1142	120	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14723	SH2D5	SH2 domain containing 5	1308	317	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14724	SH2D6	SH2 domain containing 6	544	290	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14725	SH3BGR	SH3 domain binding glutamic acid-rich protein	746	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14726	SH3BGRL	SH3 domain binding glutamic acid-rich protein like	357	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14727	SH3BGRL2	SH3 domain binding glutamic acid-rich protein like 2	336	74	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14728	SH3BGRL3	SH3 domain binding glutamic acid-rich protein like 3	455	112	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14729	SH3BP1	SH3-domain binding protein 1	2175	261	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14730	SH3BP2	SH3-domain binding protein 2	1989	207	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14731	SH3BP4	SH3-domain binding protein 4	2904	67	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14732	SH3BP5	SH3-domain binding protein 5 (BTK-associated)	1404	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14733	SH3BP5L	SH3-binding domain protein 5-like	1202	76	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14734	SH3D19	SH3 domain containing 19	2429	297	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14735	SH3GL1	SH3-domain GRB2-like 1	1143	117	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14736	SH3GL2	SH3-domain GRB2-like 2	1091	216	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14737	SH3GL3	SH3-domain GRB2-like 3	1076	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14738	SH3GLB1	SH3-domain GRB2-like endophilin B1	1130	209	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14739	SH3GLB2	SH3-domain GRB2-like endophilin B2	1228	104	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14740	SH3KBP1	SH3-domain kinase binding protein 1	2133	134	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
