name	cov_gidx	longname	chr	start	end	len	gc	AC-DFCI_AC_PD1-1-Tumor-SM-9LRI9	AC-P02-Tumor-SM-63B4K	AC-P04-Tumor-SM-63B4O	AC-P04-Tumor-SM-63B4Q	AC-P05-Tumor-SM-63B4R	AC-P06-Tumor-SM-63B4T	AC-P07-Tumor-SM-63B4V	AC-P08-Tumor-SM-63B4X	AC-P09-Tumor-SM-63B4Z	AC-P09-Tumor-SM-63B52	AC-P10-Tumor-SM-63B53	AC-P10-Tumor-SM-63B55	AC-P11-Tumor-SM-63B56	AC-P12-Tumor-SM-63B58	AC-P12-Tumor-SM-63B59	AC-P14-Tumor-SM-63B5C	AC-P15-Tumor-SM-63B5D	AC-P15-Tumor-SM-63B5F	
RAB22A	12946	RAB22A, member RAS oncogene family	20	56884771	56942560	585	4.210200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB23	12947	RAB23, member RAS oncogene family	6	57053591	57087078	714	3.838950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB24	12948	RAB24, member RAS oncogene family	5	176728200	176730744	612	4.873700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB25	12949	RAB25, member RAS oncogene family	1	156030966	156040293	642	5.112450e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB26	12950	RAB26, member RAS oncogene family	16	2198651	2204140	771	6.237500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB27A	12951	RAB27A, member RAS oncogene family	15	55495802	55582001	666	3.871100e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB27B	12952	RAB27B, member RAS oncogene family	18	52495840	52557207	657	3.768600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB28	12953	RAB28, member RAS oncogene family	4	13369347	13485989	798	3.756900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB2A	12954	RAB2A, member RAS oncogene family	8	61429559	61533629	639	3.903900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB2B	12955	RAB2B, member RAS oncogene family	14	21927180	21945132	651	4.360550e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB30	12956	RAB30, member RAS oncogene family	11	82692479	82782884	612	4.092700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB31	12957	RAB31, member RAS oncogene family	18	9708228	9862553	588	4.340800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB32	12958	RAB32, member RAS oncogene family	6	146864828	146876086	678	3.746750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB33A	12959	RAB33A, member RAS oncogene family	23	129305773	129318843	714	4.216650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB33B	12960	RAB33B, member RAS oncogene family	4	140374961	140397063	690	4.020550e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB34	12961	RAB34, member RAS oncogene family	17	27041299	27045286	1014	4.854150e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB35	12962	RAB35, member RAS oncogene family	12	120532899	120554643	606	4.805150e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB36	12963	RAB36, member RAS oncogene family	22	23487513	23506531	1002	5.285200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB37	12964	RAB37, member RAS oncogene family	17	72667256	72743473	1836	4.877500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB38	12965	RAB38, member RAS oncogene family	11	87846431	87908599	636	3.784900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB39	12966	RAB39, member RAS oncogene family	11	107799277	107834206	654	4.351000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB39B	12967	RAB39B, member RAS oncogene family	23	154487527	154493852	642	3.889350e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB3A	12968	RAB3A, member RAS oncogene family	19	18307611	18314874	663	5.459950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB3B	12969	RAB3B, member RAS oncogene family	1	52373628	52456436	660	4.372900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB3C	12970	RAB3C, member RAS oncogene family	5	57878939	58147405	684	3.870900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB3D	12971	RAB3D, member RAS oncogene family	19	11432723	11450344	711	5.177650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB3GAP1	12972	RAB3 GTPase activating protein subunit 1 (catalytic)	2	135809835	135928277	2967	3.877300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB3GAP2	12973	RAB3 GTPase activating protein subunit 2 (non-catalytic)	1	220321610	220445843	4182	3.795100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB3IL1	12974	RAB3A interacting protein (rabin3)-like 1	11	61664774	61684997	1149	5.235050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB3IP	12975	RAB3A interacting protein (rabin3)	12	70132631	70216982	1431	3.867600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB40A	12976	RAB40A, member RAS oncogene family	23	102754682	102774417	834	3.998900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB40AL	12977	RAB40A, member RAS oncogene family-like	23	102192200	102193227	837	3.983750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB40B	12978	RAB40B, member RAS oncogene family	17	80614944	80656598	837	5.247950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB40C	12979	RAB40C, member RAS oncogene family	16	639357	679273	846	6.235250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB41	12980	RAB41, member RAS oncogene family	23	69502022	69504850	666	4.217000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB42	12981	RAB42, member RAS oncogene family	1	28918712	28921086	318	4.745700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB43	12982	RAB43, member RAS oncogene family	3	128806418	128840619	639	4.766650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB4A	12983	RAB4A, member RAS oncogene family	1	229406879	229440517	657	4.405900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB4B	12984	RAB4B, member RAS oncogene family	19	41284171	41302847	642	5.134100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB5A	12985	RAB5A, member RAS oncogene family	3	19988572	20026658	648	4.044400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB5B	12986	RAB5B, member RAS oncogene family	12	56367862	56388478	648	4.664700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB5C	12987	RAB5C, member RAS oncogene family	17	40276998	40307022	651	5.351900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB6A	12988	RAB6A, member RAS oncogene family	11	73386690	73472201	733	4.378600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB6B	12989	RAB6B, member RAS oncogene family	3	133543082	133614691	627	4.656600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB6C	12990	RAB6C, member RAS oncogene family	2	130737235	130740311	765	4.371350e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB7A	12991	RAB7A, member RAS oncogene family	3	128444979	128533641	624	4.427700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB7L1	12992	RAB7, member RAS oncogene family-like 1	1	205737115	205744610	612	4.407500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB8A	12993	RAB8A, member RAS oncogene family	19	16222490	16244443	624	5.081250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB8B	12994	RAB8B, member RAS oncogene family	15	63481728	63559971	624	4.153400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB9A	12995	RAB9A, member RAS oncogene family	23	13707341	13727762	606	4.156400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB9B	12996	RAB9B, member RAS oncogene family	23	103077256	103087212	606	4.200600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RABAC1	12997	Rab acceptor 1 (prenylated)	19	42460834	42463528	558	5.446900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RABEP1	12998	rabaptin, RAB GTPase binding effector protein 1	17	5185558	5289131	2589	4.257200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RABEP2	12999	rabaptin, RAB GTPase binding effector protein 2	16	28915743	28936532	1710	5.168500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RABEPK	13000	Rab9 effector protein with kelch motifs	9	127962821	127996437	1119	4.407950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RABGAP1	13001	RAB GTPase activating protein 1	9	125703288	125867146	4259	3.764800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RABGAP1L	13002	RAB GTPase activating protein 1-like	1	174128634	174927326	3645	3.785750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RABGEF1	13003	RAB guanine nucleotide exchange factor (GEF) 1	7	66205643	66276446	1476	4.531650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RABGGTA	13004	Rab geranylgeranyltransferase, alpha subunit	14	24734746	24740803	1704	5.066650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RABGGTB	13005	Rab geranylgeranyltransferase, beta subunit	1	76251886	76260764	996	3.912500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RABIF	13006	RAB interacting factor	1	202848088	202858263	372	4.497300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RABL2A	13007	RAB, member of RAS oncogene family-like 2A	2	114384817	114400974	687	4.521800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RABL2B	13008	RAB, member of RAS oncogene family-like 2B	22	51205920	51222087	720	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RABL3	13009	RAB, member of RAS oncogene family-like 3	3	120405530	120461384	711	3.924200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RABL5	13010	RAB, member RAS oncogene family-like 5	7	100956649	100965093	558	5.076600e-01	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
RAC1	13011	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)	7	6414126	6443597	636	4.817900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAC2	13012	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)	22	37621312	37640305	579	5.351950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAC3	13013	ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)	17	79989532	79992079	579	5.996400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RACGAP1	13014	Rac GTPase activating protein 1	12	50382945	50419307	1899	4.802800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAD1	13015	RAD1 homolog (S. pombe)	5	34905367	34915780	849	4.044650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAD17	13016	RAD17 homolog (S. pombe)	5	68665124	68710626	2055	4.155600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAD18	13017	RAD18 homolog (S. cerevisiae)	3	8918882	9005159	1488	4.139700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAD21	13018	RAD21 homolog (S. pombe)	8	117858174	117887105	1896	3.857750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAD23A	13019	RAD23 homolog A (S. cerevisiae)	19	13056654	13064455	1092	5.288000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAD23B	13020	RAD23 homolog B (S. cerevisiae)	9	110045544	110094469	1230	4.196650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAD50	13021	RAD50 homolog (S. cerevisiae)	5	131892616	131980312	3939	3.952900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAD51	13022	RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)	15	40987327	41024354	1141	4.568400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAD51AP1	13023	RAD51 associated protein 1	12	4647950	4669212	1059	3.951700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAD51AP2	13024	RAD51 associated protein 2	2	17691986	17699706	3480	3.607750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAD51C	13025	RAD51 homolog C (S. cerevisiae)	17	56769963	56811690	1135	4.234600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAD51L1	13026	RAD51-like 1 (S. cerevisiae)	14	68286509	69062614	1189	3.989900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAD51L3	13027	RAD51-like 3 (S. cerevisiae)	17	33426811	33446888	1166	4.525650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAD52	13028	RAD52 homolog (S. cerevisiae)	12	1021255	1058863	1257	4.205200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAD54B	13029	RAD54 homolog B (S. cerevisiae)	8	95384189	95487310	2733	3.636100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAD54L	13030	RAD54-like (S. cerevisiae)	1	46713367	46744145	2244	4.750550e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAD54L2	13031	RAD54-like 2 (S. cerevisiae)	3	51575596	51697610	4404	4.490500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	
RAD9A	13032	RAD9 homolog A (S. pombe)	11	67159423	67165882	1176	5.514750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAD9B	13033	RAD9 homolog B (S. cerevisiae)	12	110940005	110969889	1290	4.379800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RADIL	13034	Ras association and DIL domains	7	4838740	4923335	5142	5.091700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAE1	13035	RAE1 RNA export 1 homolog (S. pombe)	20	55926145	55953518	1107	4.985900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAET1E	13036	retinoic acid early transcript 1E	6	150209601	150212097	792	4.735750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAET1G	13037	retinoic acid early transcript 1G	6	150238014	150244214	1005	4.735750e-01	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAET1L	13038	retinoic acid early transcript 1L	6	150341267	150346668	740	4.781250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAF1	13039	v-raf-1 murine leukemia viral oncogene homolog 1	3	12625102	12705700	1947	4.481900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAG1	13040	recombination activating gene 1	11	36589563	36601308	3132	3.813100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAG1AP1	13041	recombination activating gene 1 activating protein 1	1	155108288	155111333	666	5.218500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAG2	13042	recombination activating gene 2	11	36613495	36619829	1584	3.890650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAGE	13043	renal tumor antigen	14	102695179	102771531	1260	4.729700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAI1	13044	retinoic acid induced 1	17	17584787	17714763	5721	5.562550e-01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAI14	13045	retinoic acid induced 14	5	34656433	34832716	3000	4.218100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAI2	13046	retinoic acid induced 2	23	17818170	17879457	1593	4.304250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RALA	13047	v-ral simian leukemia viral oncogene homolog A (ras related)	7	39663162	39747715	621	3.975300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RALB	13048	v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)	2	121010414	121052283	621	4.991100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RALBP1	13049	ralA binding protein 1	18	9475530	9538105	1968	4.172000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RALGAPA1	13050	Ral GTPase activating protein, alpha subunit 1 (catalytic)	14	36007559	36278432	6260	3.601600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RALGAPA2	13051	Ral GTPase activating protein, alpha subunit 2 (catalytic)	20	20373412	20693266	5622	3.936300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RALGAPB	13052	Ral GTPase activating protein, beta subunit (non-catalytic)	20	37101486	37207502	4485	4.299400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RALGDS	13053	ral guanine nucleotide dissociation stimulator	9	135973108	136024588	2763	5.540500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RALGPS1	13054	Ral GEF with PH domain and SH3 binding motif 1	9	129677053	129985443	3156	4.557600e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RALGPS2	13055	Ral GEF with PH domain and SH3 binding motif 2	1	178694300	178889235	3228	3.766500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RALY	13056	RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse))	20	32581732	32668065	921	4.447900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RALYL	13057	RALY RNA binding protein-like	8	85095453	85834071	915	3.519350e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAMP1	13058	receptor (G protein-coupled) activity modifying protein 1	2	238768187	238820753	447	4.932100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAMP2	13059	receptor (G protein-coupled) activity modifying protein 2	17	40913212	40915057	528	4.821050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAMP3	13060	receptor (G protein-coupled) activity modifying protein 3	7	45197367	45223847	447	4.981700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAN	13061	RAN, member RAS oncogene family	12	131356617	131360824	651	4.579100e-01	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
RANBP1	13062	RAN binding protein 1	22	20105024	20114704	606	5.817650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RANBP10	13063	RAN binding protein 10	16	67757006	67840555	1863	4.963300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RANBP17	13064	RAN binding protein 17	5	170289022	170727018	3267	3.736100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RANBP2	13065	RAN binding protein 2	2	109335937	109402266	9675	3.839800e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RANBP3	13066	RAN binding protein 3	19	5916154	5978320	1704	5.277000e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RANBP3L	13067	RAN binding protein 3-like	5	36249105	36302011	1473	3.753800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RANBP6	13068	RAN binding protein 6	9	6011020	6015618	3318	3.970600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RANBP9	13069	RAN binding protein 9	6	13621731	13711796	2190	4.019300e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RANGAP1	13070	Ran GTPase activating protein 1	22	41641616	41682216	1764	5.095950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RANGRF	13071	RAN guanine nucleotide release factor	17	8191969	8193408	681	5.079750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAP1A	13072	RAP1A, member of RAS oncogene family	1	112162405	112256100	555	3.895600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAP1B	13073	RAP1B, member of RAS oncogene family	12	69004652	69054377	555	4.014400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAP1GAP	13074	RAP1 GTPase activating protein	1	21922709	21995856	2262	5.139400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAP1GAP2	13075	RAP1 GTPase activating protein 2	17	2699732	2941034	2193	5.206500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAP1GDS1	13076	RAP1, GTP-GDP dissociation stimulator 1	4	99182527	99365010	1827	3.635850e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAP2A	13077	RAP2A, member of RAS oncogene family	13	98086475	98120251	552	3.814900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAP2B	13078	RAP2B, member of RAS oncogene family	3	152880029	152886261	552	4.065700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAP2C	13079	RAP2C, member of RAS oncogene family	23	131337054	131352189	552	3.981200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAPGEF1	13080	Rap guanine nucleotide exchange factor (GEF) 1	9	134452158	134612925	3298	4.866850e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAPGEF2	13081	Rap guanine nucleotide exchange factor (GEF) 2	4	160188998	160281299	4500	3.561800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAPGEF3	13082	Rap guanine nucleotide exchange factor (GEF) 3	12	48128455	48152889	2772	4.878050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAPGEF4	13083	Rap guanine nucleotide exchange factor (GEF) 4	2	173600525	173917618	3048	4.080400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAPGEF5	13084	Rap guanine nucleotide exchange factor (GEF) 5	7	22157909	22396533	2193	3.938650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAPGEF6	13085	Rap guanine nucleotide exchange factor (GEF) 6	5	130759616	130970929	5280	3.762850e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAPGEFL1	13086	Rap guanine nucleotide exchange factor (GEF)-like 1	17	38334242	38351906	1371	4.791050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAPH1	13087	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	2	204298541	204400058	3912	3.975200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAPSN	13088	receptor-associated protein of the synapse	11	47459315	47470730	1239	5.023300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RARA	13089	retinoic acid receptor, alpha	17	38465446	38513894	1552	5.195500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RARB	13090	retinoic acid receptor, beta	3	25469754	25639420	1347	4.125700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RARG	13091	retinoic acid receptor, gamma	12	53604354	53626036	1516	5.097300e-01	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RARRES1	13092	retinoic acid receptor responder (tazarotene induced) 1	3	158414899	158450275	900	4.036750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RARRES2	13093	retinoic acid receptor responder (tazarotene induced) 2	7	150035408	150038763	492	4.800300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RARRES3	13094	retinoic acid receptor responder (tazarotene induced) 3	11	63304273	63313929	495	4.485250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RARS	13095	arginyl-tRNA synthetase	5	167913463	167946307	1983	4.309400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RARS2	13096	arginyl-tRNA synthetase 2, mitochondrial	6	88224098	88299735	1737	3.855800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RASA1	13097	RAS p21 protein activator (GTPase activating protein) 1	5	86564151	86687732	3152	3.646600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RASA2	13098	RAS p21 protein activator 2	3	141205926	141331197	2550	3.767900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RASA3	13099	RAS p21 protein activator 3	13	114747195	114898095	2505	5.736100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RASAL1	13100	RAS protein activator like 1 (GAP1 like)	12	113537318	113574021	2415	5.109450e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RASAL2	13101	RAS protein activator like 2	1	178062864	178448644	3877	3.725650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RASAL3	13102	RAS protein activator like 3	19	15562438	15575382	3036	5.131400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RASD1	13103	RAS, dexamethasone-induced 1	17	17397755	17399707	846	5.131650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RASD2	13104	RASD family, member 2	22	35937352	35950043	801	5.039400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RASEF	13105	RAS and EF-hand domain containing	9	85597317	85678043	2223	3.963300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RASGEF1A	13106	RasGEF domain family, member 1A	10	43689984	43762367	1446	4.895200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
